1;1;1;0
2;1;2;0
3;1;3;2
4;1;4;0
5;1;5;2
6;1;6;0
7;1;7;1
8;1;8;1
9;1;9;0
10;2;1;0
11;2;2;0
12;2;3;2
13;2;4;0
14;2;5;2
15;2;6;0
16;2;7;1
17;2;8;1
18;2;9;0
19;3;1;0
20;3;2;0
21;3;3;2
22;3;4;0
23;3;5;2
24;3;6;0
25;3;7;1
26;3;8;1
27;3;9;0
28;4;1;0
29;4;2;0
30;4;3;2
31;4;4;0
32;4;5;2
33;4;6;0
34;4;7;1
35;4;8;1
36;4;9;0
37;5;1;0
38;5;2;0
39;5;3;2
40;5;4;0
41;5;5;2
42;5;6;0
43;5;7;1
44;5;8;1
45;5;9;0
46;6;1;0
47;6;2;0
48;6;3;2
49;6;4;0
50;6;5;2
51;6;6;0
52;6;7;1
53;6;8;1
54;6;9;0
55;7;1;0
56;7;2;0
57;7;3;2
58;7;4;0
59;7;5;2
60;7;6;0
61;7;7;1
62;7;8;1
63;7;9;0
64;8;1;0
65;8;3;1
66;8;7;2
67;8;8;2
68;9;1;0
69;9;2;0
70;9;3;2
71;9;4;0
72;9;5;2
73;9;6;0
74;9;7;1
75;9;8;1
76;9;9;0
77;10;1;0
78;10;2;0
79;10;3;2
80;10;4;0
81;10;5;2
82;10;6;0
83;10;7;1
84;10;8;1
85;10;9;0
86;11;1;0
87;11;3;1
88;11;7;2
89;11;8;2
90;12;1;0
91;12;2;0
92;12;3;2
93;12;4;0
94;12;5;2
95;12;6;0
96;12;7;1
97;12;8;1
98;12;9;0
99;13;1;0
100;13;2;0
101;13;3;2
102;13;4;0
103;13;5;2
104;13;6;0
105;13;7;1
106;13;8;1
107;13;9;0
108;14;1;0
109;14;2;0
110;14;3;2
111;14;4;0
112;14;5;2
113;14;6;0
114;14;7;1
115;14;8;1
116;14;9;0
117;15;1;0
118;15;7;2
119;15;8;2
120;16;1;0
121;17;1;0
122;17;2;0
123;17;3;2
124;17;4;0
125;17;5;2
126;17;6;0
127;17;7;1
128;17;8;1
129;17;9;0
130;18;10;1
131;18;11;0
132;18;12;1
133;18;13;0
134;18;14;0
135;18;15;0
136;18;16;2
137;19;10;1
138;19;11;0
139;19;12;1
140;19;13;0
141;19;14;0
142;19;15;0
143;19;16;2
144;20;10;1
145;20;11;0
146;20;12;1
147;20;13;0
148;20;14;0
149;20;15;0
150;20;16;2
151;21;10;2
152;21;11;0
153;21;12;2
154;21;13;0
155;21;14;0
156;21;15;0
157;21;16;1
158;22;10;1
159;22;11;0
160;22;12;1
161;22;13;0
162;22;14;0
163;22;15;0
164;22;16;2
165;23;10;1
166;23;11;0
167;23;12;1
168;23;13;0
169;23;14;0
170;23;15;0
171;23;16;2
172;24;10;2
173;24;11;0
174;24;12;2
175;24;13;0
176;24;14;0
177;24;15;0
178;24;16;1
179;25;10;1
180;25;11;0
181;25;12;1
182;25;13;0
183;25;14;0
184;25;15;0
185;25;16;2
186;26;10;1
187;26;11;0
188;26;12;1
189;26;13;0
190;26;14;0
191;26;15;0
192;26;16;2
193;27;10;2
194;27;11;0
195;27;12;2
196;27;13;0
197;27;14;0
198;27;15;0
199;27;16;1
200;28;10;1
201;28;12;1
202;28;13;0
203;28;14;0
204;28;16;2
205;29;17;0
206;29;18;0
207;29;19;1
208;29;20;0
209;29;21;2
210;29;21;1
211;29;22;2
212;29;23;2
213;29;24;2
214;30;17;0
215;30;18;0
216;30;19;1
217;30;20;0
218;30;21;1
219;30;22;2
220;30;23;2
221;30;24;2
222;31;17;0
223;31;18;0
224;31;19;1
225;31;20;0
226;31;21;1
227;31;22;2
228;31;23;2
229;31;24;2
230;32;17;0
231;32;18;0
232;32;19;1
233;32;20;0
234;32;21;1
235;32;22;2
236;32;23;2
237;32;24;2
238;33;17;0
239;33;18;0
240;33;19;1
241;33;20;0
242;33;21;1
243;33;22;2
244;33;23;2
245;33;24;2
246;33;24;1
247;34;17;0
248;34;18;0
249;34;19;2
250;34;20;0
251;34;21;1
252;34;21;2
253;34;22;1
254;34;23;1
255;35;17;0
256;35;18;0
257;35;19;2
258;35;20;0
259;35;21;1
260;35;22;1
261;35;23;1
262;35;24;2
263;36;24;2
264;39;26;0
265;39;27;0
266;39;28;0
267;39;29;1
268;39;30;1
269;39;31;1
270;39;32;1
271;39;33;2
272;39;34;2
273;39;35;2
274;39;36;2
275;40;26;0
276;40;27;0
277;40;28;0
278;40;29;1
279;40;30;1
280;40;31;1
281;40;32;1
282;40;33;2
283;40;34;2
284;40;35;2
285;40;36;2
286;41;26;0
287;41;27;0
288;41;28;0
289;41;29;1
290;41;30;1
291;41;32;1
292;41;33;2
293;41;34;2
294;41;35;2
295;41;36;2
296;42;26;0
297;42;27;0
298;42;28;0
299;42;29;2
300;42;31;2
301;42;32;2
302;42;33;1
303;42;35;1
304;42;36;1
305;42;37;2
306;42;38;2
307;43;39;2
308;43;40;1
309;43;41;1
310;43;42;1
311;43;43;1
312;43;44;2
313;43;45;2
314;43;46;2
315;43;47;2
316;43;48;0
317;43;49;1
318;43;50;1
319;43;51;2
320;44;39;2
321;44;40;1
322;44;41;1
323;44;42;2
324;44;43;1
325;44;44;2
326;44;46;1
327;44;47;2
328;44;48;0
329;44;49;1
330;44;51;2
331;44;52;2
332;45;39;1
333;45;39;2
334;45;40;1
335;45;42;2
336;45;43;1
337;45;45;2
338;45;48;0
339;45;49;1
340;45;51;2
341;45;53;2
342;45;54;2
343;46;40;1
344;46;41;1
345;46;41;2
346;46;45;1
347;46;46;2
348;46;47;2
349;46;48;0
350;46;49;2
351;46;51;1
352;46;52;2
353;46;55;2
354;47;40;2
